src_ip,window_start,risk_score,severity,signature_score,signature_hits,isolation_score,ewma_score,ewma_top_deviation,rf_predicted_type,rf_confidence,true_attack_type
10.0.0.34,2026-08-10 05:46:00,0.0411,INFO,0.0,[],0.036,0.17,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.27,2026-08-10 04:34:00,0.0411,INFO,0.0,[],0.035,0.17,total_bytes_recv (z=-1.3),none,1.0,none
10.0.0.19,2026-08-10 03:37:00,0.0411,INFO,0.0,[],0.035,0.171,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.38,2026-08-10 01:41:00,0.041,INFO,0.0,[],0.039,0.166,avg_duration (z=1.6),none,1.0,none
10.0.0.14,2026-08-10 03:27:00,0.041,INFO,0.0,[],0.04,0.165,total_bytes_recv (z=-1.0),none,1.0,none
10.0.0.36,2026-08-10 05:54:00,0.041,INFO,0.0,[],0.033,0.172,total_bytes_recv (z=0.7),none,1.0,none
10.0.0.3,2026-08-10 01:34:00,0.041,INFO,0.0,[],0.04,0.165,avg_duration (z=1.8),none,1.0,none
10.0.0.5,2026-08-10 05:05:00,0.041,INFO,0.0,[],0.023,0.182,syn_ratio (z=-0.9),none,1.0,none
10.0.0.32,2026-08-10 05:34:00,0.041,INFO,0.0,[],0.038,0.167,avg_duration (z=-0.9),none,1.0,none
10.0.0.22,2026-08-10 01:13:00,0.041,INFO,0.0,[],0.041,0.164,total_bytes_sent (z=0.9),none,1.0,none
10.0.0.35,2026-08-10 01:09:00,0.041,INFO,0.0,[],0.022,0.183,total_bytes_sent (z=-2.2),none,1.0,none
10.0.0.1,2026-08-10 00:45:00,0.041,INFO,0.0,[],0.047,0.158,avg_duration (z=-1.2),none,1.0,none
10.0.0.6,2026-08-10 01:40:00,0.0409,INFO,0.0,[],0.03,0.174,avg_duration (z=-1.4),none,1.0,none
10.0.0.30,2026-08-10 01:04:00,0.0409,INFO,0.0,[],0.023,0.181,avg_packet_size (z=-1.3),none,1.0,none
10.0.0.35,2026-08-10 05:55:00,0.0409,INFO,0.0,[],0.016,0.189,flow_count (z=-1.0),none,1.0,none
10.0.0.37,2026-08-10 05:10:00,0.0409,INFO,0.0,[],0.027,0.177,total_bytes_sent (z=-1.4),none,1.0,none
10.0.0.33,2026-08-10 04:56:00,0.0409,INFO,0.0,[],0.033,0.171,total_bytes_sent (z=-0.7),none,1.0,none
10.0.0.6,2026-08-10 05:37:00,0.0409,INFO,0.0,[],0.034,0.171,avg_duration (z=0.6),none,1.0,none
10.0.0.26,2026-08-10 00:25:00,0.0409,INFO,0.0,[],0.05,0.155,avg_packet_size (z=-0.8),none,1.0,none
10.0.0.35,2026-08-10 05:56:00,0.0408,INFO,0.0,[],0.017,0.187,flow_count (z=-0.8),none,1.0,none
10.0.0.29,2026-08-10 02:11:00,0.0408,INFO,0.0,[],0.029,0.175,avg_duration (z=-1.0),none,1.0,none
10.0.0.38,2026-08-10 02:39:00,0.0408,INFO,0.0,[],0.018,0.186,avg_duration (z=-1.7),none,1.0,none
10.0.0.34,2026-08-10 02:42:00,0.0408,INFO,0.0,[],0.032,0.172,total_bytes_recv (z=-1.4),none,1.0,none
10.0.0.20,2026-08-10 00:29:00,0.0408,INFO,0.0,[],0.013,0.191,total_bytes_recv (z=5.8),none,1.0,none
10.0.0.35,2026-08-10 02:53:00,0.0408,INFO,0.0,[],0.028,0.175,total_bytes_recv (z=-1.1),none,1.0,none
10.0.0.7,2026-08-10 00:43:00,0.0408,INFO,0.0,[],0.036,0.168,avg_duration (z=2.3),none,1.0,none
10.0.0.35,2026-08-10 05:34:00,0.0408,INFO,0.0,[],0.031,0.173,avg_duration (z=-1.3),none,1.0,none
10.0.0.2,2026-08-10 01:54:00,0.0408,INFO,0.0,[],0.042,0.162,total_bytes_recv (z=0.6),none,1.0,none
10.0.0.3,2026-08-10 04:51:00,0.0408,INFO,0.0,[],0.035,0.169,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.8,2026-08-10 02:20:00,0.0407,INFO,0.0,[],0.032,0.172,avg_duration (z=1.6),none,1.0,none
10.0.0.16,2026-08-10 00:30:00,0.0407,INFO,0.0,[],0.028,0.176,avg_packet_size (z=2.9),none,1.0,none
10.0.0.5,2026-08-10 01:42:00,0.0407,INFO,0.0,[],0.034,0.17,avg_duration (z=1.6),none,1.0,none
10.0.0.25,2026-08-10 04:23:00,0.0407,INFO,0.0,[],0.022,0.181,total_bytes_recv (z=-1.6),none,1.0,none
10.0.0.2,2026-08-10 04:39:00,0.0407,INFO,0.0,[],0.009,0.194,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.5,2026-08-10 02:35:00,0.0407,INFO,0.0,[],0.038,0.165,avg_duration (z=-1.1),none,1.0,none
10.0.0.1,2026-08-10 02:47:00,0.0407,INFO,0.0,[],0.013,0.19,total_bytes_recv (z=-1.6),none,1.0,none
10.0.0.32,2026-08-10 01:57:00,0.0407,INFO,0.0,[],0.041,0.162,avg_duration (z=2.4),none,1.0,none
10.0.0.5,2026-08-10 01:47:00,0.0407,INFO,0.0,[],0.04,0.164,total_bytes_sent (z=-0.9),none,1.0,none
10.0.0.26,2026-08-10 05:31:00,0.0407,INFO,0.0,[],0.023,0.18,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.10,2026-08-10 05:42:00,0.0407,INFO,0.0,[],0.031,0.172,total_bytes_recv (z=-1.1),none,1.0,none
10.0.0.39,2026-08-10 04:13:00,0.0407,INFO,0.0,[],0.036,0.168,total_bytes_recv (z=1.1),none,1.0,none
10.0.0.35,2026-08-10 02:11:00,0.0406,INFO,0.0,[],0.03,0.173,avg_duration (z=-1.3),none,1.0,none
10.0.0.3,2026-08-10 01:20:00,0.0406,INFO,0.0,[],0.04,0.163,avg_packet_size (z=-0.9),none,1.0,none
10.0.0.19,2026-08-10 00:12:00,0.0406,INFO,0.0,[],0.057,0.142,flow_count (z=0.0),none,0.997,none
10.0.0.25,2026-08-10 04:53:00,0.0406,INFO,0.0,[],0.02,0.184,avg_packet_size (z=-1.4),none,1.0,none
10.0.0.28,2026-08-10 05:01:00,0.0406,INFO,0.0,[],0.032,0.171,avg_duration (z=1.1),none,1.0,none
10.0.0.28,2026-08-10 05:08:00,0.0406,INFO,0.0,[],0.027,0.176,total_bytes_recv (z=1.0),none,1.0,none
10.0.0.17,2026-08-10 04:48:00,0.0406,INFO,0.0,[],0.038,0.165,syn_ratio (z=-0.9),none,1.0,none
10.0.0.8,2026-08-10 01:58:00,0.0406,INFO,0.0,[],0.022,0.176,syn_ratio (z=-1.3),none,0.997,none
10.0.0.6,2026-08-10 01:52:00,0.0406,INFO,0.0,[],0.028,0.175,avg_duration (z=1.2),none,1.0,none
10.0.0.9,2026-08-10 03:16:00,0.0406,INFO,0.0,[],0.03,0.173,avg_packet_size (z=1.6),none,1.0,none
10.0.0.30,2026-08-10 04:05:00,0.0406,INFO,0.0,[],0.018,0.185,avg_duration (z=-1.5),none,1.0,none
10.0.0.27,2026-08-10 02:18:00,0.0405,INFO,0.0,[],0.033,0.17,avg_duration (z=1.2),none,1.0,none
10.0.0.3,2026-08-10 05:04:00,0.0405,INFO,0.0,[],0.031,0.171,avg_duration (z=-1.4),none,1.0,none
10.0.0.17,2026-08-10 01:39:00,0.0405,INFO,0.0,[],0.032,0.171,avg_packet_size (z=1.0),none,1.0,none
10.0.0.20,2026-08-10 04:50:00,0.0405,INFO,0.0,[],0.017,0.185,total_bytes_sent (z=-0.9),none,1.0,none
10.0.0.30,2026-08-10 02:13:00,0.0405,INFO,0.0,[],0.03,0.173,syn_ratio (z=-1.3),none,1.0,none
10.0.0.20,2026-08-10 00:53:00,0.0405,INFO,0.0,[],0.038,0.164,avg_packet_size (z=-1.4),none,1.0,none
10.0.0.14,2026-08-10 05:13:00,0.0405,INFO,0.0,[],0.035,0.167,port_entropy (z=-0.7),none,1.0,none
10.0.0.27,2026-08-10 03:06:00,0.0405,INFO,0.0,[],0.042,0.161,avg_duration (z=-0.7),none,1.0,none
10.0.0.37,2026-08-10 05:47:00,0.0405,INFO,0.0,[],0.019,0.184,avg_packet_size (z=1.4),none,1.0,none
10.0.0.5,2026-08-10 05:21:00,0.0405,INFO,0.0,[],0.012,0.191,avg_duration (z=1.4),none,1.0,none
10.0.0.1,2026-08-10 04:06:00,0.0405,INFO,0.0,[],0.02,0.183,avg_packet_size (z=1.4),none,1.0,none
10.0.0.28,2026-08-10 04:56:00,0.0404,INFO,0.0,[],0.034,0.168,avg_duration (z=-0.7),none,1.0,none
10.0.0.10,2026-08-10 04:59:00,0.0404,INFO,0.0,[],0.02,0.182,avg_duration (z=1.6),none,1.0,none
10.0.0.25,2026-08-10 00:11:00,0.0404,INFO,0.0,[],0.04,0.162,total_bytes_sent (z=1.1),none,1.0,none
10.0.0.37,2026-08-10 00:39:00,0.0404,INFO,0.0,[],0.039,0.163,avg_duration (z=-1.2),none,1.0,none
10.0.0.4,2026-08-10 05:23:00,0.0404,INFO,0.0,[],0.023,0.179,unique_dst_ports (z=-0.9),none,1.0,none
10.0.0.32,2026-08-10 03:08:00,0.0404,INFO,0.0,[],0.014,0.188,avg_duration (z=-1.1),none,1.0,none
10.0.0.37,2026-08-10 04:47:00,0.0404,INFO,0.0,[],0.038,0.164,total_bytes_recv (z=-1.3),none,1.0,none
10.0.0.4,2026-08-10 01:24:00,0.0404,INFO,0.0,[],0.033,0.169,total_bytes_recv (z=-1.4),none,1.0,none
10.0.0.20,2026-08-10 03:56:00,0.0404,INFO,0.0,[],0.02,0.182,total_bytes_recv (z=-1.3),none,1.0,none
10.0.0.1,2026-08-10 05:32:00,0.0404,INFO,0.0,[],0.035,0.168,avg_packet_size (z=1.1),none,1.0,none
10.0.0.5,2026-08-10 05:11:00,0.0403,INFO,0.0,[],0.014,0.187,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.36,2026-08-10 02:20:00,0.0403,INFO,0.0,[],0.018,0.184,avg_duration (z=-2.0),none,1.0,none
10.0.0.8,2026-08-10 01:12:00,0.0403,INFO,0.0,[],0.032,0.17,avg_packet_size (z=1.4),none,1.0,none
10.0.0.13,2026-08-10 02:26:00,0.0403,INFO,0.0,[],0.022,0.179,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.30,2026-08-10 00:07:00,0.0403,INFO,0.0,[],0.06,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.20,2026-08-10 00:18:00,0.0403,INFO,0.0,[],0.06,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.11,2026-08-10 04:57:00,0.0403,INFO,0.0,[],0.032,0.169,avg_duration (z=1.0),none,1.0,none
10.0.0.34,2026-08-10 05:47:00,0.0403,INFO,0.0,[],0.033,0.168,avg_duration (z=-1.0),none,1.0,none
10.0.0.2,2026-08-10 03:58:00,0.0403,INFO,0.0,[],0.032,0.17,total_bytes_recv (z=-1.0),none,1.0,none
10.0.0.11,2026-08-10 00:21:00,0.0403,INFO,0.0,[],0.013,0.189,total_bytes_sent (z=2.4),none,1.0,none
10.0.0.21,2026-08-10 05:41:00,0.0403,INFO,0.0,[],0.026,0.175,avg_duration (z=-1.1),none,1.0,none
10.0.0.20,2026-08-10 05:36:00,0.0403,INFO,0.0,[],0.014,0.188,avg_duration (z=-1.5),none,1.0,none
10.0.0.10,2026-08-10 05:40:00,0.0403,INFO,0.0,[],0.016,0.185,avg_duration (z=-1.0),none,1.0,none
10.0.0.6,2026-08-10 02:47:00,0.0403,INFO,0.0,[],0.042,0.16,total_bytes_recv (z=1.4),none,1.0,none
10.0.0.5,2026-08-10 04:33:00,0.0402,INFO,0.0,[],0.032,0.169,port_entropy (z=-0.6),none,1.0,none
10.0.0.40,2026-08-10 05:06:00,0.0402,INFO,0.0,[],0.019,0.181,total_bytes_recv (z=-1.5),none,1.0,none
10.0.0.33,2026-08-10 04:26:00,0.0402,INFO,0.0,[],0.015,0.186,avg_packet_size (z=-1.4),none,1.0,none
10.0.0.27,2026-08-10 03:18:00,0.0402,INFO,0.0,[],0.013,0.188,total_bytes_sent (z=-1.8),none,1.0,none
10.0.0.2,2026-08-10 04:42:00,0.0402,INFO,0.0,[],0.032,0.169,avg_duration (z=1.3),none,1.0,none
10.0.0.16,2026-08-10 05:15:00,0.0402,INFO,0.0,[],0.021,0.18,avg_duration (z=-1.8),none,1.0,none
10.0.0.34,2026-08-10 02:17:00,0.0402,INFO,0.0,[],0.035,0.166,total_bytes_recv (z=1.3),none,1.0,none
10.0.0.15,2026-08-10 01:43:00,0.0402,INFO,0.0,[],0.028,0.173,avg_duration (z=-1.6),none,1.0,none
10.0.0.28,2026-08-10 02:14:00,0.0402,INFO,0.0,[],0.029,0.172,avg_duration (z=-1.0),none,1.0,none
10.0.0.7,2026-08-10 04:15:00,0.0401,INFO,0.0,[],0.026,0.174,avg_packet_size (z=-1.3),none,1.0,none
10.0.0.3,2026-08-10 00:59:00,0.0401,INFO,0.0,[],0.019,0.181,avg_packet_size (z=2.2),none,1.0,none
10.0.0.19,2026-08-10 04:20:00,0.0401,INFO,0.0,[],0.028,0.173,avg_duration (z=-1.3),none,1.0,none
10.0.0.26,2026-08-10 04:41:00,0.0401,INFO,0.0,[],0.031,0.17,avg_duration (z=-1.1),none,1.0,none
10.0.0.9,2026-08-10 05:09:00,0.0401,INFO,0.0,[],0.032,0.168,total_bytes_recv (z=-1.2),none,1.0,none
10.0.0.30,2026-08-10 05:16:00,0.0401,INFO,0.0,[],0.031,0.169,total_bytes_recv (z=1.2),none,1.0,none
10.0.0.26,2026-08-10 05:21:00,0.0401,INFO,0.0,[],0.023,0.178,total_bytes_recv (z=-0.8),none,1.0,none
10.0.0.11,2026-08-10 01:51:00,0.0401,INFO,0.0,[],0.018,0.183,total_bytes_sent (z=1.8),none,1.0,none
10.0.0.34,2026-08-10 00:58:00,0.0401,INFO,0.0,[],0.037,0.164,total_bytes_sent (z=1.2),none,1.0,none
10.0.0.31,2026-08-10 00:38:00,0.0401,INFO,0.0,[],0.017,0.183,avg_duration (z=1.4),none,1.0,none
10.0.0.25,2026-08-10 05:52:00,0.0401,INFO,0.0,[],0.02,0.181,avg_packet_size (z=1.6),none,1.0,none
10.0.0.34,2026-08-10 05:01:00,0.0401,INFO,0.0,[],0.019,0.181,avg_duration (z=-1.4),none,1.0,none
10.0.0.12,2026-08-10 05:09:00,0.0401,INFO,0.0,[],0.02,0.18,avg_packet_size (z=1.1),none,1.0,none
10.0.0.2,2026-08-10 02:11:00,0.0401,INFO,0.0,[],0.034,0.166,avg_duration (z=-1.0),none,1.0,none
10.0.0.33,2026-08-10 04:02:00,0.04,INFO,0.0,[],0.03,0.17,avg_packet_size (z=1.2),none,1.0,none
10.0.0.21,2026-08-10 02:38:00,0.04,INFO,0.0,[],0.026,0.174,avg_duration (z=-2.1),none,1.0,none
10.0.0.17,2026-08-10 02:18:00,0.04,INFO,0.0,[],0.015,0.185,total_bytes_recv (z=-1.1),none,1.0,none
10.0.0.13,2026-08-10 05:47:00,0.04,INFO,0.0,[],0.041,0.159,avg_duration (z=-0.8),none,1.0,none
10.0.0.23,2026-08-10 01:13:00,0.04,INFO,0.0,[],0.031,0.169,avg_duration (z=-1.3),none,1.0,none
10.0.0.3,2026-08-10 04:32:00,0.04,INFO,0.0,[],0.036,0.164,total_bytes_recv (z=1.3),none,1.0,none
10.0.0.5,2026-08-10 01:24:00,0.04,INFO,0.0,[],0.044,0.157,avg_duration (z=-0.8),none,1.0,none
10.0.0.27,2026-08-10 01:48:00,0.04,INFO,0.0,[],0.021,0.179,avg_duration (z=-1.2),none,1.0,none
10.0.0.13,2026-08-10 02:33:00,0.04,INFO,0.0,[],0.025,0.175,avg_packet_size (z=-1.1),none,1.0,none
10.0.0.22,2026-08-10 01:28:00,0.04,INFO,0.0,[],0.039,0.161,total_bytes_recv (z=-1.3),none,1.0,none
10.0.0.35,2026-08-10 02:37:00,0.04,INFO,0.0,[],0.031,0.169,total_bytes_recv (z=0.8),none,1.0,none
10.0.0.10,2026-08-10 04:27:00,0.0399,INFO,0.0,[],0.024,0.176,avg_packet_size (z=-0.9),none,1.0,none
10.0.0.34,2026-08-10 03:23:00,0.0399,INFO,0.0,[],0.034,0.166,avg_duration (z=-1.2),none,1.0,none
10.0.0.6,2026-08-10 03:26:00,0.0399,INFO,0.0,[],0.027,0.173,avg_duration (z=-1.6),none,1.0,none
10.0.0.39,2026-08-10 01:56:00,0.0399,INFO,0.0,[],0.029,0.17,avg_packet_size (z=0.9),none,1.0,none
10.0.0.1,2026-08-10 04:44:00,0.0399,INFO,0.0,[],0.011,0.189,avg_duration (z=-1.5),none,1.0,none
10.0.0.25,2026-08-10 04:50:00,0.0399,INFO,0.0,[],0.023,0.177,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.23,2026-08-10 00:18:00,0.0399,INFO,0.0,[],0.017,0.182,total_bytes_sent (z=-2.6),none,1.0,none
10.0.0.28,2026-08-10 01:32:00,0.0399,INFO,0.0,[],0.033,0.167,avg_duration (z=-1.0),none,1.0,none
10.0.0.24,2026-08-10 03:31:00,0.0399,INFO,0.0,[],0.029,0.171,total_bytes_recv (z=1.0),none,1.0,none
10.0.0.34,2026-08-10 04:20:00,0.0399,INFO,0.0,[],0.038,0.161,total_bytes_recv (z=0.7),none,1.0,none
10.0.0.24,2026-08-10 01:18:00,0.0399,INFO,0.0,[],0.03,0.17,avg_packet_size (z=1.0),none,1.0,none
10.0.0.38,2026-08-10 01:50:00,0.0399,INFO,0.0,[],0.032,0.167,avg_duration (z=-1.7),none,1.0,none
10.0.0.11,2026-08-10 00:37:00,0.0398,INFO,0.0,[],0.045,0.155,avg_duration (z=1.1),none,1.0,none
10.0.0.8,2026-08-10 02:28:00,0.0398,INFO,0.0,[],0.036,0.163,avg_duration (z=-1.1),none,1.0,none
10.0.0.38,2026-08-10 02:27:00,0.0398,INFO,0.0,[],0.036,0.163,avg_duration (z=0.7),none,1.0,none
10.0.0.26,2026-08-10 02:11:00,0.0398,INFO,0.0,[],0.018,0.181,total_bytes_recv (z=-1.5),none,1.0,none
10.0.0.14,2026-08-10 01:50:00,0.0398,INFO,0.0,[],0.027,0.172,avg_duration (z=-1.3),none,1.0,none
10.0.0.19,2026-08-10 00:33:00,0.0398,INFO,0.0,[],0.019,0.18,total_bytes_sent (z=-1.6),none,1.0,none
10.0.0.27,2026-08-10 03:41:00,0.0398,INFO,0.0,[],0.037,0.162,avg_duration (z=-1.2),none,1.0,none
10.0.0.18,2026-08-10 05:19:00,0.0398,INFO,0.0,[],0.02,0.179,avg_duration (z=-1.7),none,1.0,none
10.0.0.4,2026-08-10 05:35:00,0.0398,INFO,0.0,[],0.016,0.183,avg_packet_size (z=1.6),none,1.0,none
10.0.0.32,2026-08-10 04:17:00,0.0398,INFO,0.0,[],0.028,0.171,avg_duration (z=-1.3),none,1.0,none
10.0.0.7,2026-08-10 05:40:00,0.0398,INFO,0.0,[],0.022,0.177,avg_packet_size (z=-0.7),none,1.0,none
10.0.0.24,2026-08-10 00:32:00,0.0397,INFO,0.0,[],0.03,0.169,avg_duration (z=-1.3),none,1.0,none
10.0.0.38,2026-08-10 02:01:00,0.0397,INFO,0.0,[],0.028,0.171,avg_duration (z=-0.9),none,1.0,none
10.0.0.26,2026-08-10 05:55:00,0.0397,INFO,0.0,[],0.022,0.176,unique_dst_ports (z=-0.7),none,1.0,none
10.0.0.2,2026-08-10 00:46:00,0.0397,INFO,0.0,[],0.031,0.167,total_bytes_sent (z=-0.7),none,1.0,none
10.0.0.2,2026-08-10 01:33:00,0.0397,INFO,0.0,[],0.017,0.182,avg_duration (z=2.4),none,1.0,none
10.0.0.13,2026-08-10 03:41:00,0.0397,INFO,0.0,[],0.036,0.163,avg_duration (z=1.0),none,1.0,none
10.0.0.4,2026-08-10 04:58:00,0.0396,INFO,0.0,[],0.027,0.171,avg_duration (z=-1.6),none,1.0,none
10.0.0.1,2026-08-10 05:19:00,0.0396,INFO,0.0,[],0.031,0.167,total_bytes_sent (z=-0.8),none,1.0,none
10.0.0.12,2026-08-10 04:11:00,0.0396,INFO,0.0,[],0.017,0.181,avg_packet_size (z=1.0),none,1.0,none
10.0.0.19,2026-08-10 04:32:00,0.0396,INFO,0.0,[],0.034,0.164,avg_duration (z=1.5),none,1.0,none
10.0.0.31,2026-08-10 04:33:00,0.0396,INFO,0.0,[],0.02,0.177,avg_duration (z=-1.4),none,1.0,none
10.0.0.26,2026-08-10 04:34:00,0.0396,INFO,0.0,[],0.01,0.188,total_bytes_recv (z=-1.4),none,1.0,none
10.0.0.2,2026-08-10 02:53:00,0.0396,INFO,0.0,[],0.027,0.171,total_bytes_sent (z=1.2),none,1.0,none
10.0.0.22,2026-08-10 05:45:00,0.0396,INFO,0.0,[],0.034,0.164,avg_packet_size (z=-0.9),none,1.0,none
10.0.0.15,2026-08-10 05:44:00,0.0396,INFO,0.0,[],0.037,0.161,flow_count (z=-0.5),none,1.0,none
10.0.0.11,2026-08-10 03:03:00,0.0396,INFO,0.0,[],0.024,0.173,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.2,2026-08-10 01:52:00,0.0396,INFO,0.0,[],0.038,0.16,total_bytes_recv (z=-0.8),none,1.0,none
10.0.0.30,2026-08-10 00:39:00,0.0395,INFO,0.0,[],0.038,0.16,total_bytes_sent (z=1.0),none,1.0,none
10.0.0.32,2026-08-10 02:39:00,0.0395,INFO,0.0,[],0.026,0.171,avg_packet_size (z=0.8),none,1.0,none
10.0.0.9,2026-08-10 01:51:00,0.0395,INFO,0.0,[],0.037,0.16,total_bytes_recv (z=0.9),none,1.0,none
10.0.0.38,2026-08-10 01:16:00,0.0395,INFO,0.0,[],0.031,0.167,total_bytes_recv (z=1.8),none,1.0,none
10.0.0.20,2026-08-10 04:41:00,0.0395,INFO,0.0,[],0.015,0.182,port_entropy (z=-0.7),none,1.0,none
10.0.0.21,2026-08-10 00:48:00,0.0395,INFO,0.0,[],0.026,0.172,total_bytes_sent (z=-1.8),none,1.0,none
10.0.0.11,2026-08-10 03:57:00,0.0395,INFO,0.0,[],0.013,0.185,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.5,2026-08-10 01:25:00,0.0394,INFO,0.0,[],0.032,0.165,avg_duration (z=1.4),none,1.0,none
10.0.0.30,2026-08-10 03:42:00,0.0394,INFO,0.0,[],0.028,0.169,avg_duration (z=-1.3),none,1.0,none
10.0.0.30,2026-08-10 00:49:00,0.0394,INFO,0.0,[],0.026,0.166,total_bytes_recv (z=-1.7),none,0.997,none
10.0.0.16,2026-08-10 05:49:00,0.0394,INFO,0.0,[],0.029,0.168,avg_duration (z=-1.2),none,1.0,none
10.0.0.30,2026-08-10 05:04:00,0.0394,INFO,0.0,[],0.028,0.169,avg_packet_size (z=1.2),none,1.0,none
10.0.0.5,2026-08-10 04:09:00,0.0394,INFO,0.0,[],0.012,0.185,avg_duration (z=-1.4),none,1.0,none
10.0.0.30,2026-08-10 04:01:00,0.0394,INFO,0.0,[],0.029,0.168,total_bytes_recv (z=-1.5),none,1.0,none
10.0.0.14,2026-08-10 00:16:00,0.0394,INFO,0.0,[],0.025,0.172,avg_duration (z=-2.0),none,1.0,none
10.0.0.19,2026-08-10 03:01:00,0.0394,INFO,0.0,[],0.032,0.165,avg_duration (z=-0.7),none,1.0,none
10.0.0.35,2026-08-10 01:39:00,0.0394,INFO,0.0,[],0.033,0.164,avg_packet_size (z=1.5),none,1.0,none
10.0.0.31,2026-08-10 03:30:00,0.0394,INFO,0.0,[],0.012,0.185,avg_packet_size (z=-1.9),none,1.0,none
10.0.0.21,2026-08-10 04:19:00,0.0394,INFO,0.0,[],0.03,0.167,avg_packet_size (z=0.9),none,1.0,none
10.0.0.38,2026-08-10 00:23:00,0.0393,INFO,0.0,[],0.03,0.167,avg_duration (z=-1.6),none,1.0,none
10.0.0.20,2026-08-10 05:53:00,0.0393,INFO,0.0,[],0.024,0.173,avg_duration (z=1.0),none,1.0,none
10.0.0.31,2026-08-10 03:04:00,0.0393,INFO,0.0,[],0.018,0.179,avg_duration (z=-1.2),none,1.0,none
10.0.0.6,2026-08-10 01:15:00,0.0393,INFO,0.0,[],0.015,0.181,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.14,2026-08-10 01:30:00,0.0393,INFO,0.0,[],0.025,0.171,avg_packet_size (z=1.7),none,1.0,none
10.0.0.30,2026-08-10 01:00:00,0.0393,INFO,0.0,[],0.026,0.17,total_bytes_recv (z=-1.3),none,1.0,none
10.0.0.19,2026-08-10 00:21:00,0.0393,INFO,0.0,[],0.055,0.142,flow_count (z=0.0),none,1.0,none
10.0.0.40,2026-08-10 05:31:00,0.0393,INFO,0.0,[],0.016,0.181,avg_duration (z=-1.0),none,1.0,none
10.0.0.31,2026-08-10 02:56:00,0.0393,INFO,0.0,[],0.027,0.17,total_bytes_sent (z=-1.3),none,1.0,none
10.0.0.14,2026-08-10 05:56:00,0.0393,INFO,0.0,[],0.03,0.166,total_bytes_recv (z=1.6),none,1.0,none
10.0.0.21,2026-08-10 05:45:00,0.0393,INFO,0.0,[],0.023,0.173,avg_duration (z=-0.7),none,1.0,none
10.0.0.25,2026-08-10 02:34:00,0.0393,INFO,0.0,[],0.032,0.164,avg_duration (z=-1.2),none,1.0,none
10.0.0.6,2026-08-10 01:04:00,0.0393,INFO,0.0,[],0.015,0.182,avg_duration (z=-1.0),none,1.0,none
10.0.0.6,2026-08-10 03:46:00,0.0392,INFO,0.0,[],0.021,0.175,avg_duration (z=-1.3),none,1.0,none
10.0.0.29,2026-08-10 04:41:00,0.0392,INFO,0.0,[],0.02,0.176,total_bytes_recv (z=-0.9),none,1.0,none
10.0.0.36,2026-08-10 02:49:00,0.0392,INFO,0.0,[],0.031,0.165,total_bytes_sent (z=-1.0),none,1.0,none
10.0.0.40,2026-08-10 02:58:00,0.0392,INFO,0.0,[],0.015,0.18,avg_packet_size (z=-1.4),none,1.0,none
10.0.0.34,2026-08-10 05:45:00,0.0392,INFO,0.0,[],0.026,0.169,total_bytes_recv (z=-1.0),none,1.0,none
10.0.0.36,2026-08-10 05:41:00,0.0392,INFO,0.0,[],0.017,0.179,avg_duration (z=-1.2),none,1.0,none
10.0.0.10,2026-08-10 04:02:00,0.0392,INFO,0.0,[],0.028,0.168,avg_packet_size (z=0.9),none,1.0,none
10.0.0.3,2026-08-10 01:21:00,0.0392,INFO,0.0,[],0.007,0.189,total_bytes_recv (z=-1.5),none,1.0,none
10.0.0.30,2026-08-10 00:15:00,0.0392,INFO,0.0,[],0.021,0.175,total_bytes_recv (z=2.4),none,1.0,none
10.0.0.24,2026-08-10 02:02:00,0.0392,INFO,0.0,[],0.025,0.171,total_bytes_recv (z=-1.2),none,1.0,none
10.0.0.25,2026-08-10 01:56:00,0.0392,INFO,0.0,[],0.025,0.171,total_bytes_sent (z=-0.9),none,1.0,none
10.0.0.27,2026-08-10 02:27:00,0.0391,INFO,0.0,[],0.017,0.179,total_bytes_sent (z=1.3),none,1.0,none
10.0.0.11,2026-08-10 05:10:00,0.0391,INFO,0.0,[],0.02,0.176,avg_packet_size (z=1.0),none,1.0,none
10.0.0.31,2026-08-10 05:15:00,0.0391,INFO,0.0,[],0.024,0.172,avg_duration (z=-1.3),none,1.0,none
10.0.0.9,2026-08-10 05:04:00,0.0391,INFO,0.0,[],0.027,0.168,avg_duration (z=-0.6),none,1.0,none
10.0.0.6,2026-08-10 03:57:00,0.0391,INFO,0.0,[],0.02,0.176,avg_duration (z=-1.6),none,1.0,none
10.0.0.13,2026-08-10 00:48:00,0.0391,INFO,0.0,[],0.007,0.189,total_bytes_sent (z=-1.7),none,1.0,none
10.0.0.32,2026-08-10 05:36:00,0.0391,INFO,0.0,[],0.026,0.169,total_bytes_recv (z=1.0),none,1.0,none
